Scheme,NAV
Kotak FMP Series 263-1203 days- Direct Plan- Growth,12.4051
Kotak FMP Series 263-1203 days- Regular plan- Growth,12.3375
Kotak FMP Series 263-1203 days- Regular plan- Payout of Income Distribution cum capital withdrawal option,12.3374
Kotak FMP Series 265-Direct Plan-Growth Option,12.4154
Kotak FMP Series 265-Regular Plan-Growth Option,12.3653
Kotak FMP Series 267-Direct PLan-Growth Option,12.3074
Kotak FMP Series 267-Regular Plan-Growth Option,12.2533
Kotak FMP series 267-Regular Plan-Payout of Income Distribution cum capital withdrawal option,12.2533
Kotak FMP Series 292 - Direct Plan - Growth,10.1829
Kotak FMP Series 292 - Direct Plan - IDCW Payout,10.1829
Kotak FMP Series 292 - Regular Plan - Growth,10.1744
Kotak FMP Series 292 - Regular Plan - IDCW Payout,10.1744
Kotak Hybrid Fixed Term Plan Series 2 - Direct Plan - Diviedend,12.9476344
Kotak Hybrid Fixed Term Plan Series 2 - Direct Plan - Growth,12.94787654
Kotak Hybrid Fixed Term Plan Series 2 - Regular Plan - Dividend,12.56256952
Kotak Hybrid Fixed Term Plan Series 2 - Regular Plan - Growth,12.56256853
L&T Mutual Fund,
L&T FMP Series XVII - Plan B - Direct Plan - Growth Option,13.2495
L&T FMP Series XVII - Plan B - Direct Plan - IDCW,13.2495
L&T FMP Series XVII - Plan B - Regular Plan - Growth Option,13.1254
L&T FMP Series XVII - Plan B - Regular Plan - IDCW,13.1254
L&T FMP Series XVIII - Plan B - Direct Plan - Growth Option,12.8009
L&T FMP Series XVIII - Plan B - Regular Plan - Growth Option,12.7057
L&T FMP Series XVIII - Plan B - Regular Plan - IDCW,12.7058
L&T FMP Series XVIII - Plan C - Direct Plan - Growth Option,12.6052
L&T FMP Series XVIII - Plan C - Direct Plan - IDCW,12.6052
L&T FMP Series XVIII - Plan C - Regular Plan - Growth Option,12.5255
L&T FMP Series XVIII - Plan C - Regular Plan - IDCW,12.5255
L&T FMP Series XVIII - Plan D - Direct Plan - Growth Option,12.5087
L&T FMP Series XVIII - Plan D - Direct Plan - IDCW,12.5087
L&T FMP Series XVIII - Plan D - Regular Plan - Growth Option,12.4566
L&T FMP Series XVIII - Plan D - Regular Plan - IDCW,12.4566
Mirae Asset Mutual Fund,
Mirae Asset Fixed Maturity Plan - Series III -1122 Direct IDCW,12.3714
Mirae Asset Fixed Maturity Plan - Series III -1122 Regular IDCW,12.3055
Mirae Asset Fixed Maturity Plan Series III 1122 Days Regular Plan Growth,12.3055
Mirae Asset Fixed Maturity Plan Series III Direct Plan Growth,12.3714
Nippon India Mutual Fund,
Nippon India Capital Protection Oriented FundII - Plan A - Regular Plan - Growth Option,17.4157
Nippon India Capital Protection Oriented Fund II - Plan A - Direct Plan - Growth Option,17.6198
NIPPON INDIA CAPITAL PROTECTION ORIENTED FUND II - PLAN A - IDCW Option,17.4157
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Direct Plan-Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Direct Plan-Growth Option,13.4753
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Growth Option,12.9173
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Direct Plan-Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Direct Plan-Growth Option,13.0307
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Growth Option,12.6215
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Direct Plan-Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Direct Plan-Growth Option,12.4918
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Growth Option,12.1429
Nippon India Dual Advantage Fixed Tenure Fund X- Plan A- Direct Plan- Growth Option,12.4327
Nippon India Dual Advantage Fixed Tenure Fund X- Plan A- Direct Plan-Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan A- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan A- Growth Option,12.0793
Nippon India Dual Advantage Fixed Tenure Fund X- Plan B- Direct Plan- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan B- Direct Plan-Growth Option,12.5325
Nippon India Dual Advantage Fixed Tenure Fund X- Plan B- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan B- Growth Option,12.1527
Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Direct Plan - Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Direct Plan - Growth Option,12.4508
Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Growth Option,12.1359
Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Direct Plan-Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Direct Plan-Growth Option,12.3935
Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Growth Option,12.0577
Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Direct Plan - Growth Option,12.4535
Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Direct Plan- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Growth Option,12.1021
Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Direct Plan-Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Direct Plan-Growth Option,12.324
Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Growth Option,11.9817
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Direct Plan - Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Direct Plan- Growth Option,11.7757
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan A- Growth Option,11.5027
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Direct Plan - Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Direct Plan- Growth Option,11.7067
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Dividend Payout Option,10
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan B- Growth Option,11.3772
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN C - DIRECT Plan - IDCW Option,10
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN C - IDCW Option,10
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan C- Direct Plan- Growth Option,12.7773
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan C- Growth Option,12.3543
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN D - DIRECT Plan - IDCW Option,10
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN D - IDCW Option,10
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan D- Direct Plan- Growth Option,12.7878
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan D- Growth Option,12.3884
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN E - DIRECT Plan - IDCW Option,10
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN E - IDCW Option,10
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan E- Direct Plan- Growth Option,12.6765
Nippon India Dual Advantage Fixed Tenure Fund XI- Plan E- Growth Option,12.358
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XII - PLAN A - DIRECT Plan - IDCW Option,10
NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XII - PLAN A - IDCW Option,10
Nippon India Dual Advantage Fixed Tenure Fund XII- Plan A- Direct Plan-Growth Option,12.4048
Nippon India Dual Advantage Fixed Tenure Fund XII- Plan A- Growth Option,12.1211
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 1 - DIRECT Plan - IDCW Option,12.3769
Nippon India Fixed Horizon Fund XLI - Series 1 - Direct Plan - Growth Option,12.3768
Nippon India Fixed Horizon Fund XLI - Series 1 - Growth Option,12.3436
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 10 - DIRECT Plan - IDCW Option,12.608
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 10 - IDCW Option,12.4399
Nippon India Fixed Horizon Fund XLI - Series 10 - Direct Plan - Growth Option,12.608
Nippon India Fixed Horizon Fund XLI - Series 10 - Growth Option,12.4398
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 11 - DIRECT Plan - IDCW Option,12.1163
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 11 - IDCW Option,12.0406
Nippon India Fixed Horizon Fund XLI - Series 11 - Direct Plan - Growth Option,12.1163
Nippon India Fixed Horizon Fund XLI - Series 11 - Growth Option,12.0406
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 12 - DIRECT Plan - IDCW Option,12.5046
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 12 - IDCW Option,12.3428
Nippon India Fixed Horizon Fund XLI - Series 12 - Direct Plan - Growth Option,12.5046
Nippon India Fixed Horizon Fund XLI - Series 12 - Growth Option,12.3428
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 4 - DIRECT Plan - IDCW Option,11.9563
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 4 - IDCW Option,11.7671
Nippon India Fixed Horizon Fund XLI - Series 4 - Direct Plan - Growth Option,11.9562
Nippon India Fixed Horizon Fund XLI - Series 4 - Growth Option,11.7671
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 8 - DIRECT Plan - IDCW Option,13.0126
NIPPON INDIA FIXED HORIZON FUND - XLI - SERIES 8 - IDCW Option,12.9123
Nippon India Fixed Horizon Fund XLI - Series 8 - Direct Plan - Growth Option,13.0126
Nippon India Fixed Horizon Fund XLI - Series 8 - Growth Option,12.9123
Nippon India Fixed Horizon fund - XLII - Series 4 - Direct Plan - Growth Option,11.4274
NIPPON INDIA FIXED HORIZON FUND - XLII - SERIES 4 - IDCW Option,11.3986
Nippon India Fixed Horizon Fund - XLII - Series 4 - Regular Plan - Growth Option,11.3986
Nippon India Fixed Horizon Fund - XLIII - Series 1 - Direct Plan - Income Distribution Cum Capital Withdrawal Plan,10.1397
Nippon India Fixed Horizon Fund - XLIII - Series 1 - Regular Plan - Growth Option,10.1331
Nippon India Fixed Horizon Fund - XLIII - Series 1 - Regular Plan - Income Distribution cum Capital Withdrawal Plan,10.1331
Nippon India Fixed Horizon Fund - XLIII - Series 1- Direct Plan - Growth Option,10.1398
Nippon India Fixed Horizon Fund - XXV - Series 15 - Direct Plan - Dividend Payout Option,10
Nippon India Fixed Horizon Fund - XXV - Series 15 - Direct Plan - Growth Option,18.1935
Nippon India Fixed Horizon Fund - XXV - Series 15 - Dividend Payout Option,10
Nippon India Fixed Horizon Fund - XXV - Series 15 - Growth Option,17.719
NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 15 - IDCW Option,12.8871
Nippon India Fixed Horizon Fund XXXIX - Series 15 Growth option,12.8871
Nippon India Fixed Horizon Fund XXXIX- Series15- Direct Plan - Growth option,12.9796
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 1 - DIRECT Plan - IDCW Option,12.9531
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 1 - IDCW Option,12.8567
Nippon India Fixed Horizon Fund XXXX - Series 1 - Direct Plan - Growth Option,12.9531
Nippon India Fixed Horizon Fund XXXX - Series 1 - Growth Option,12.8567
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 11 - IDCW Option,12.5359
Nippon India Fixed Horizon Fund XXXX - Series 11 - Direct Plan - Growth Plan,12.6253
Nippon India Fixed Horizon Fund XXXX - Series 11 - Growth Option,12.5359
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 12 - DIRECT Plan - IDCW Option,12.0921
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 12 - IDCW Option,11.8899
Nippon India Fixed Horizon Fund XXXX - Series 12 - Direct Plan - Growth Option,12.0921
Nippon India Fixed Horizon Fund XXXX - Series 12 - Growth Option,11.8899
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 14 - DIRECT Plan - IDCW Option,10.7749
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 14 - IDCW Option,12.547
Nippon India Fixed Horizon Fund XXXX - Series 14 - Direct Plan - Growth Option,12.642
Nippon India Fixed Horizon Fund XXXX - Series 14 - Growth Option,12.547
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 15 - IDCW Option,12.4783
Nippon India Fixed Horizon Fund XXXX - Series 15 - Direct Plan - Growth Option,12.5679
Nippon India Fixed Horizon Fund XXXX - Series 15 - Growth Option,12.4783
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 16 - DIRECT Plan - IDCW Option,12.1593
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 16 - IDCW Option,11.96
Nippon India Fixed Horizon Fund XXXX - Series 16 - Direct Plan - Growth Option,12.1592
Nippon India Fixed Horizon Fund XXXX - Series 16 - Growth Option,11.96
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 17 - DIRECT Plan - IDCW Option,10.6964
Nippon India Fixed Horizon Fund XXXX - Series 17 - Direct Plan - Growth Option,12.4986
Nippon India Fixed Horizon Fund XXXX - Series 17 - Growth Option,12.4128
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 19 - DIRECT Plan - IDCW Option,11.96
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 19 - IDCW Option,11.7688
Nippon India Fixed Horizon Fund XXXX - Series 19 - Direct Plan - Growth Option,11.9599
Nippon India Fixed Horizon Fund XXXX - Series 19 - Growth Option,11.7688
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 2 - DIRECT Plan - IDCW Option,12.8976
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 2 - IDCW Option,12.8019
Nippon India Fixed Horizon Fund XXXX - Series 2 - Direct Plan - Growth Option,12.8976
Nippon India Fixed Horizon Fund XXXX - Series 2 - Growth Option,12.8019
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 3 - DIRECT Plan - IDCW Option,11.7515
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 3 - IDCW Option,11.5457
Nippon India Fixed Horizon Fund XXXX - Series 3 - Direct Plan - Growth Option,11.7515
Nippon India Fixed Horizon Fund XXXX - Series 3 - Growth Option,11.5457
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 4 - DIRECT Plan - IDCW Option,12.853
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 4 - IDCW Option,10.9407
Nippon India Fixed Horizon Fund XXXX - Series 4 - Direct Plan - Growth Option,12.853
Nippon India Fixed Horizon Fund XXXX - Series 4 - Growth Option,12.7586
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 5 - DIRECT Plan - IDCW Option,12.8187
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 5 - IDCW Option,12.7251
Nippon India Fixed Horizon Fund XXXX - Series 5 - Direct Plan - Growth Option,12.8186
Nippon India Fixed Horizon Fund XXXX - Series 5 - Growth Option,12.7251
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 6 - DIRECT Plan - IDCW Option,12.7303
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 6 - IDCW Option,12.6377
Nippon India Fixed Horizon Fund XXXX - Series 6 - Direct Plan - Growth Option,12.7303
Nippon India Fixed Horizon Fund XXXX - Series 6 - Growth Option,12.6377
Nippon India Fixed Horizon Fund XXXX - Series 7 - Direct Plan - Growth Option,12.7302
Nippon India Fixed Horizon Fund XXXX - Series 7 - Growth Option,12.6381
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 8 - DIRECT Plan - IDCW Option,11.8286
NIPPON INDIA FIXED HORIZON FUND - XXXX - SERIES 8 - IDCW Option,11.6524
Nippon India Fixed Horizon Fund XXXX - Series 8 - Direct Plan - Growth Option,11.8286
Nippon India Fixed Horizon Fund XXXX - Series 8 - Growth Option,11.6524
Nippon India Fixed Horizon Fund XXXI Series 9 - Direct Plan - Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI Series 9 - Direct Plan - Growth Option,12.52
Nippon India Fixed Horizon Fund XXXI Series 9 - Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI Series 9 - Growth Option,12.3235
Nippon India Fixed Horizon Fund XXXI- Series 13- Direct Plan-Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI- Series 13- Direct Plan-Growth Option,12.4486
Nippon India Fixed Horizon Fund XXXI- Series 13- Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI- Series 13- Growth Option,12.3484
Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Growth Option,13.0663
Nippon India Fixed Horizon Fund XXXI- Series 15- Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI- Series 15-Growth Option,12.9186
Nippon India Fixed Horizon Fund XXXI- Series 8- Direct Plan - Growth Option,13.2895
Nippon India Fixed Horizon Fund XXXI- Series 8- Direct Plan-Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI- Series 8- Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXI- Series 8- Growth Option,13.0202
Nippon India Fixed Horizon Fund XXXII- Series 1- Direct Plan- Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXII- Series 1- Direct Plan-Growth Option,12.6855
Nippon India Fixed Horizon Fund XXXII- Series 1- Dividend Payout Option,10
Nippon India Fixed Horizon Fund XXXII- Series 1- Growth Option,12.4934
